"","GROUP","value","concept","variable","siteid","obs_value"
"2969","ARDS_sup_49",,"complication_class","Inf: Pneumonia due to Streptococcus pneumoniae","site_02",10
"2970","NO_SEVERE_sup_49",,"complication_class","Inf: Pneumonia due to Streptococcus pneumoniae","site_02",10
"2971","ARDS_18_49",,"complication_class","Inf: Respiratory bacterial superinfection","site_02",10
"2972","ARDS_sup_49",40,"complication_class","Inf: Respiratory bacterial superinfection","site_02",10
"2973","NO_SEVERE_18_49",28,"complication_class","Inf: Respiratory bacterial superinfection","site_02",10
"2974","NO_SEVERE_sup_49",170,"complication_class","Inf: Respiratory bacterial superinfection","site_02",10
"2975","SEVERE_NO_ARDS_18_49",,"complication_class","Inf: Respiratory bacterial superinfection","site_02",10
"2976","SEVERE_NO_ARDS_sup_49",45,"complication_class","Inf: Respiratory bacterial superinfection","site_02",10
"2977","NO_SEVERE_18_49",,"complication_class","Inf: Viral reactivation","site_02",10
"2978","NO_SEVERE_sup_49",,"complication_class","Inf: Viral reactivation","site_02",10
"2979","SEVERE_NO_ARDS_sup_49",,"complication_class","Inf: Viral reactivation","site_02",10
"2980","ARDS_sup_49",,"complication_class","Pressure ulcer","site_02",10
"2981","NO_SEVERE_sup_49",34,"complication_class","Pressure ulcer","site_02",10
"2982","SEVERE_NO_ARDS_18_49",,"complication_class","Pressure ulcer","site_02",10
"2983","SEVERE_NO_ARDS_sup_49",18,"complication_class","Pressure ulcer","site_02",10
"2984","ARDS_sup_49",,"complication_class","Pulmonary embolism","site_02",10
"2985","NO_SEVERE_18_49",,"complication_class","Pulmonary embolism","site_02",10
"2986","NO_SEVERE_sup_49",29,"complication_class","Pulmonary embolism","site_02",10
"2987","SEVERE_NO_ARDS_18_49",,"complication_class","Pulmonary embolism","site_02",10
"2988","SEVERE_NO_ARDS_sup_49",,"complication_class","Pulmonary embolism","site_02",10
"2989","ARDS_18_49",13,"complication_class","Respiratory complication ( excluding ARDS)","site_02",10
"2990","ARDS_sup_49",64,"complication_class","Respiratory complication ( excluding ARDS)","site_02",10
"2991","NO_SEVERE_18_49",50,"complication_class","Respiratory complication ( excluding ARDS)","site_02",10
"2992","NO_SEVERE_sup_49",382,"complication_class","Respiratory complication ( excluding ARDS)","site_02",10
"2993","SEVERE_NO_ARDS_18_49",18,"complication_class","Respiratory complication ( excluding ARDS)","site_02",10
"2994","SEVERE_NO_ARDS_sup_49",102,"complication_class","Respiratory complication ( excluding ARDS)","site_02",10
"2995","ARDS_18_49",,"complication_class","Stroke","site_02",10
"2996","ARDS_sup_49",12,"complication_class","Stroke","site_02",10
"2997","NO_SEVERE_18_49",,"complication_class","Stroke","site_02",10
"2998","NO_SEVERE_sup_49",33,"complication_class","Stroke","site_02",10
"2999","SEVERE_NO_ARDS_18_49",,"complication_class","Stroke","site_02",10
"3000","SEVERE_NO_ARDS_sup_49",,"complication_class","Stroke","site_02",10
"3001","ARDS_18_49",,"complication_class","Vascu : Phlebitis and thrombophlebitis","site_02",10
"3002","ARDS_sup_49",13,"complication_class","Vascu : Phlebitis and thrombophlebitis","site_02",10
"3003","NO_SEVERE_18_49",,"complication_class","Vascu : Phlebitis and thrombophlebitis","site_02",10
"3004","NO_SEVERE_sup_49",36,"complication_class","Vascu : Phlebitis and thrombophlebitis","site_02",10
"3005","SEVERE_NO_ARDS_18_49",,"complication_class","Vascu : Phlebitis and thrombophlebitis","site_02",10
"3006","SEVERE_NO_ARDS_sup_49",16,"complication_class","Vascu : Phlebitis and thrombophlebitis","site_02",10
"3007","ARDS_18_49",9,"complication_class","Acute kidney failure","site_03",3
"3008","ARDS_sup_49",57,"complication_class","Acute kidney failure","site_03",3
"3009","NO_SEVERE_18_49",,"complication_class","Acute kidney failure","site_03",3
"3010","NO_SEVERE_sup_49",34,"complication_class","Acute kidney failure","site_03",3
"3011","SEVERE_NO_ARDS_sup_49",19,"complication_class","Acute kidney failure","site_03",3
"3012","ARDS_sup_49",9,"complication_class","Arterial embolism and thrombosis","site_03",3
"3013","NO_SEVERE_sup_49",10,"complication_class","Arterial embolism and thrombosis","site_03",3
"3014","SEVERE_NO_ARDS_sup_49",5,"complication_class","Arterial embolism and thrombosis","site_03",3
"3015","ARDS_18_49",3,"complication_class","Cardiac arrest","site_03",3
"3016","ARDS_sup_49",5,"complication_class","Cardiac arrest","site_03",3
"3017","NO_SEVERE_sup_49",4,"complication_class","Cardiac arrest","site_03",3
"3018","SEVERE_NO_ARDS_18_49",,"complication_class","Cardiac arrest","site_03",3
"3019","SEVERE_NO_ARDS_sup_49",6,"complication_class","Cardiac arrest","site_03",3
"3020","ARDS_18_49",10,"complication_class","Cardiac complication","site_03",3
"3021","ARDS_sup_49",63,"complication_class","Cardiac complication","site_03",3
"3022","NO_SEVERE_18_49",10,"complication_class","Cardiac complication","site_03",3
"3023","NO_SEVERE_sup_49",179,"complication_class","Cardiac complication","site_03",3
"3024","SEVERE_NO_ARDS_sup_49",58,"complication_class","Cardiac complication","site_03",3
"3025","ARDS_18_49",7,"complication_class","Cardiac: Rhythm/conduction disorder","site_03",3
"3026","ARDS_sup_49",114,"complication_class","Cardiac: Rhythm/conduction disorder","site_03",3
"3027","NO_SEVERE_18_49",10,"complication_class","Cardiac: Rhythm/conduction disorder","site_03",3
"3028","NO_SEVERE_sup_49",272,"complication_class","Cardiac: Rhythm/conduction disorder","site_03",3
"3029","SEVERE_NO_ARDS_18_49",,"complication_class","Cardiac: Rhythm/conduction disorder","site_03",3
"3030","SEVERE_NO_ARDS_sup_49",94,"complication_class","Cardiac: Rhythm/conduction disorder","site_03",3
"3031","ARDS_18_49",17,"complication_class","Digestive complications","site_03",3
"3032","ARDS_sup_49",131,"complication_class","Digestive complications","site_03",3
"3033","NO_SEVERE_18_49",63,"complication_class","Digestive complications","site_03",3
"3034","NO_SEVERE_sup_49",299,"complication_class","Digestive complications","site_03",3
"3035","SEVERE_NO_ARDS_18_49",5,"complication_class","Digestive complications","site_03",3
"3036","SEVERE_NO_ARDS_sup_49",78,"complication_class","Digestive complications","site_03",3
"3037","ARDS_18_49",28,"complication_class","Disorders of fluid, electrolyte and acid-base balance","site_03",3
"3038","ARDS_sup_49",257,"complication_class","Disorders of fluid, electrolyte and acid-base balance","site_03",3
"3039","NO_SEVERE_18_49",69,"complication_class","Disorders of fluid, electrolyte and acid-base balance","site_03",3
"3040","NO_SEVERE_sup_49",549,"complication_class","Disorders of fluid, electrolyte and acid-base balance","site_03",3
"3041","SEVERE_NO_ARDS_18_49",5,"complication_class","Disorders of fluid, electrolyte and acid-base balance","site_03",3
"3042","SEVERE_NO_ARDS_sup_49",143,"complication_class","Disorders of fluid, electrolyte and acid-base balance","site_03",3
"3043","ARDS_18_49",21,"complication_class","Haematological disorders","site_03",3
"3044","ARDS_sup_49",162,"complication_class","Haematological disorders","site_03",3
"3045","NO_SEVERE_18_49",49,"complication_class","Haematological disorders","site_03",3
"3046","NO_SEVERE_sup_49",285,"complication_class","Haematological disorders","site_03",3
"3047","SEVERE_NO_ARDS_18_49",3,"complication_class","Haematological disorders","site_03",3
"3048","SEVERE_NO_ARDS_sup_49",62,"complication_class","Haematological disorders","site_03",3
"3049","ARDS_18_49",17,"complication_class","Hemodynamic disorders","site_03",3
"3050","ARDS_sup_49",108,"complication_class","Hemodynamic disorders","site_03",3
"3051","NO_SEVERE_18_49",18,"complication_class","Hemodynamic disorders","site_03",3
"3052","NO_SEVERE_sup_49",185,"complication_class","Hemodynamic disorders","site_03",3
"3053","SEVERE_NO_ARDS_18_49",,"complication_class","Hemodynamic disorders","site_03",3
"3054","SEVERE_NO_ARDS_sup_49",65,"complication_class","Hemodynamic disorders","site_03",3
"3055","ARDS_18_49",3,"complication_class","Inf: Aspergillosis","site_03",3
"3056","ARDS_sup_49",21,"complication_class","Inf: Aspergillosis","site_03",3
"3057","NO_SEVERE_sup_49",7,"complication_class","Inf: Aspergillosis","site_03",3
"3058","ARDS_18_49",13,"complication_class","Inf: Bacterial infection","site_03",3
"3059","ARDS_sup_49",118,"complication_class","Inf: Bacterial infection","site_03",3
"3060","NO_SEVERE_18_49",15,"complication_class","Inf: Bacterial infection","site_03",3
"3061","NO_SEVERE_sup_49",116,"complication_class","Inf: Bacterial infection","site_03",3
"3062","SEVERE_NO_ARDS_18_49",,"complication_class","Inf: Bacterial infection","site_03",3
"3063","SEVERE_NO_ARDS_sup_49",45,"complication_class","Inf: Bacterial infection","site_03",3
"3064","ARDS_18_49",10,"complication_class","Inf: Bacterial intestinal infections","site_03",3
"3065","ARDS_sup_49",74,"complication_class","Inf: Bacterial intestinal infections","site_03",3
"3066","NO_SEVERE_18_49",18,"complication_class","Inf: Bacterial intestinal infections","site_03",3
"3067","NO_SEVERE_sup_49",176,"complication_class","Inf: Bacterial intestinal infections","site_03",3
"3068","SEVERE_NO_ARDS_sup_49",39,"complication_class","Inf: Bacterial intestinal infections","site_03",3
"3069","ARDS_18_49",3,"complication_class","Inf: Candidiasis","site_03",3
"3070","ARDS_sup_49",27,"complication_class","Inf: Candidiasis","site_03",3
"3071","NO_SEVERE_18_49",,"complication_class","Inf: Candidiasis","site_03",3
"3072","NO_SEVERE_sup_49",64,"complication_class","Inf: Candidiasis","site_03",3
"3073","SEVERE_NO_ARDS_18_49",,"complication_class","Inf: Candidiasis","site_03",3
"3074","SEVERE_NO_ARDS_sup_49",30,"complication_class","Inf: Candidiasis","site_03",3
"3075","ARDS_18_49",,"complication_class","Inf: Others fungal infection","site_03",3
"3076","ARDS_sup_49",21,"complication_class","Inf: Others fungal infection","site_03",3
"3077","NO_SEVERE_18_49",,"complication_class","Inf: Others fungal infection","site_03",3
"3078","NO_SEVERE_sup_49",30,"complication_class","Inf: Others fungal infection","site_03",3
"3079","SEVERE_NO_ARDS_sup_49",13,"complication_class","Inf: Others fungal infection","site_03",3
"3080","ARDS_18_49",4,"complication_class","Inf: Pneumonia due to Streptococcus pneumoniae","site_03",3
"3081","ARDS_sup_49",11,"complication_class","Inf: Pneumonia due to Streptococcus pneumoniae","site_03",3
"3082","NO_SEVERE_18_49",5,"complication_class","Inf: Pneumonia due to Streptococcus pneumoniae","site_03",3
"3083","NO_SEVERE_sup_49",7,"complication_class","Inf: Pneumonia due to Streptococcus pneumoniae","site_03",3
"3084","SEVERE_NO_ARDS_sup_49",,"complication_class","Inf: Pneumonia due to Streptococcus pneumoniae","site_03",3
"3085","ARDS_18_49",15,"complication_class","Inf: Respiratory bacterial superinfection","site_03",3
"3086","ARDS_sup_49",125,"complication_class","Inf: Respiratory bacterial superinfection","site_03",3
"3087","NO_SEVERE_18_49",10,"complication_class","Inf: Respiratory bacterial superinfection","site_03",3
"3088","NO_SEVERE_sup_49",89,"complication_class","Inf: Respiratory bacterial superinfection","site_03",3
"3089","SEVERE_NO_ARDS_18_49",,"complication_class","Inf: Respiratory bacterial superinfection","site_03",3
"3090","SEVERE_NO_ARDS_sup_49",33,"complication_class","Inf: Respiratory bacterial superinfection","site_03",3
"3091","ARDS_sup_49",5,"complication_class","Inf: Streptococcal sepsis","site_03",3
"3092","NO_SEVERE_sup_49",5,"complication_class","Inf: Streptococcal sepsis","site_03",3
"3093","SEVERE_NO_ARDS_sup_49",,"complication_class","Inf: Streptococcal sepsis","site_03",3
"3094","ARDS_18_49",,"complication_class","Inf: Viral reactivation","site_03",3
"3095","ARDS_sup_49",16,"complication_class","Inf: Viral reactivation","site_03",3
"3096","NO_SEVERE_sup_49",8,"complication_class","Inf: Viral reactivation","site_03",3
"3097","SEVERE_NO_ARDS_sup_49",,"complication_class","Inf: Viral reactivation","site_03",3
"3098","ARDS_18_49",14,"complication_class","Pressure ulcer","site_03",3
"3099","ARDS_sup_49",99,"complication_class","Pressure ulcer","site_03",3
"3100","NO_SEVERE_18_49",,"complication_class","Pressure ulcer","site_03",3
"3101","NO_SEVERE_sup_49",116,"complication_class","Pressure ulcer","site_03",3
"3102","SEVERE_NO_ARDS_sup_49",75,"complication_class","Pressure ulcer","site_03",3
"3103","ARDS_18_49",,"complication_class","Pulmonary embolism","site_03",3
"3104","ARDS_sup_49",35,"complication_class","Pulmonary embolism","site_03",3
"3105","NO_SEVERE_18_49",4,"complication_class","Pulmonary embolism","site_03",3
"3106","NO_SEVERE_sup_49",28,"complication_class","Pulmonary embolism","site_03",3
"3107","SEVERE_NO_ARDS_18_49",,"complication_class","Pulmonary embolism","site_03",3
"3108","SEVERE_NO_ARDS_sup_49",8,"complication_class","Pulmonary embolism","site_03",3
"3109","ARDS_18_49",24,"complication_class","Respiratory complication ( excluding ARDS)","site_03",3
"3110","ARDS_sup_49",218,"complication_class","Respiratory complication ( excluding ARDS)","site_03",3
"3111","NO_SEVERE_18_49",34,"complication_class","Respiratory complication ( excluding ARDS)","site_03",3
"3112","NO_SEVERE_sup_49",346,"complication_class","Respiratory complication ( excluding ARDS)","site_03",3
"3113","SEVERE_NO_ARDS_18_49",4,"complication_class","Respiratory complication ( excluding ARDS)","site_03",3
"3114","SEVERE_NO_ARDS_sup_49",129,"complication_class","Respiratory complication ( excluding ARDS)","site_03",3
"3115","ARDS_sup_49",16,"complication_class","Stroke","site_03",3
"3116","NO_SEVERE_18_49",,"complication_class","Stroke","site_03",3
"3117","NO_SEVERE_sup_49",45,"complication_class","Stroke","site_03",3
"3118","SEVERE_NO_ARDS_18_49",,"complication_class","Stroke","site_03",3
"3119","SEVERE_NO_ARDS_sup_49",15,"complication_class","Stroke","site_03",3
"3120","ARDS_18_49",3,"complication_class","Vascu : Phlebitis and thrombophlebitis","site_03",3
"3121","ARDS_sup_49",18,"complication_class","Vascu : Phlebitis and thrombophlebitis","site_03",3
"3122","NO_SEVERE_18_49",4,"complication_class","Vascu : Phlebitis and thrombophlebitis","site_03",3
"3123","NO_SEVERE_sup_49",49,"complication_class","Vascu : Phlebitis and thrombophlebitis","site_03",3
"3124","SEVERE_NO_ARDS_18_49",,"complication_class","Vascu : Phlebitis and thrombophlebitis","site_03",3
"3125","SEVERE_NO_ARDS_sup_49",5,"complication_class","Vascu : Phlebitis and thrombophlebitis","site_03",3
"3126","ARDS_18_49",23,"complication_class","Acute kidney failure","site_04",10
"3127","ARDS_sup_49",124,"complication_class","Acute kidney failure","site_04",10
"3128","NO_SEVERE_18_49",108,"complication_class","Acute kidney failure","site_04",10
"3129","NO_SEVERE_sup_49",609,"complication_class","Acute kidney failure","site_04",10
"3130","SEVERE_NO_ARDS_18_49",,"complication_class","Acute kidney failure","site_04",10
"3131","SEVERE_NO_ARDS_sup_49",,"complication_class","Acute kidney failure","site_04",10
"3132","ARDS_sup_49",,"complication_class","Arterial embolism and thrombosis","site_04",10
"3133","NO_SEVERE_18_49",,"complication_class","Arterial embolism and thrombosis","site_04",10
"3134","NO_SEVERE_sup_49",24,"complication_class","Arterial embolism and thrombosis","site_04",10
"3135","SEVERE_NO_ARDS_sup_49",,"complication_class","Arterial embolism and thrombosis","site_04",10
"3136","ARDS_sup_49",15,"complication_class","Cardiac arrest","site_04",10
"3137","NO_SEVERE_18_49",12,"complication_class","Cardiac arrest","site_04",10
"3138","NO_SEVERE_sup_49",43,"complication_class","Cardiac arrest","site_04",10
"3139","SEVERE_NO_ARDS_18_49",,"complication_class","Cardiac arrest","site_04",10
"3140","ARDS_18_49",23,"complication_class","Cardiac complication","site_04",10
"3141","ARDS_sup_49",112,"complication_class","Cardiac complication","site_04",10
"3142","NO_SEVERE_18_49",117,"complication_class","Cardiac complication","site_04",10
"3143","NO_SEVERE_sup_49",708,"complication_class","Cardiac complication","site_04",10
"3144","SEVERE_NO_ARDS_18_49",,"complication_class","Cardiac complication","site_04",10
"3145","SEVERE_NO_ARDS_sup_49",,"complication_class","Cardiac complication","site_04",10
"3146","ARDS_18_49",,"complication_class","Cardiac: Rhythm/conduction disorder","site_04",10
"3147","ARDS_sup_49",98,"complication_class","Cardiac: Rhythm/conduction disorder","site_04",10
"3148","NO_SEVERE_18_49",67,"complication_class","Cardiac: Rhythm/conduction disorder","site_04",10
"3149","NO_SEVERE_sup_49",633,"complication_class","Cardiac: Rhythm/conduction disorder","site_04",10
"3150","SEVERE_NO_ARDS_18_49",,"complication_class","Cardiac: Rhythm/conduction disorder","site_04",10
"3151","SEVERE_NO_ARDS_sup_49",,"complication_class","Cardiac: Rhythm/conduction disorder","site_04",10
"3152","ARDS_18_49",26,"complication_class","Digestive complications","site_04",10
"3153","ARDS_sup_49",125,"complication_class","Digestive complications","site_04",10
"3154","NO_SEVERE_18_49",276,"complication_class","Digestive complications","site_04",10
"3155","NO_SEVERE_sup_49",901,"complication_class","Digestive complications","site_04",10
"3156","SEVERE_NO_ARDS_18_49",,"complication_class","Digestive complications","site_04",10
"3157","SEVERE_NO_ARDS_sup_49",,"complication_class","Digestive complications","site_04",10
"3158","ARDS_18_49",32,"complication_class","Disorders of fluid, electrolyte and acid-base balance","site_04",10
"3159","ARDS_sup_49",156,"complication_class","Disorders of fluid, electrolyte and acid-base balance","site_04",10
"3160","NO_SEVERE_18_49",217,"complication_class","Disorders of fluid, electrolyte and acid-base balance","site_04",10
"3161","NO_SEVERE_sup_49",838,"complication_class","Disorders of fluid, electrolyte and acid-base balance","site_04",10
"3162","SEVERE_NO_ARDS_18_49",,"complication_class","Disorders of fluid, electrolyte and acid-base balance","site_04",10
"3163","SEVERE_NO_ARDS_sup_49",,"complication_class","Disorders of fluid, electrolyte and acid-base balance","site_04",10
